,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
1292,5,8,6,-1,6,0,42,230,30,30,34,28,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,18,Mandragora Swarm
1291,4,2,0,0,4,2,21,85,13,9,13,15,1,13,8.5,0,0.0,3,22,14,Pathfinder Kingmaker,5,Malgorzata Niska
1303,1,0,2,0,5,4,17,75,14,10,6,15,0,12,6.5,0,0.0,3,23,21,Pathfinder Kingmaker,5,Nugrah
1259,4,2,4,1,0,1,21,80,11,15,11,9,0,14,9.5,13,1.0,0,0,0,Pathfinder Kingmaker,5,Hateful Hermit
1301,1,4,1,1,0,2,16,20,5,6,9,5,0,9,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,1,Nishkiv the Knife
1257,2,0,2,0,0,1,15,17,4,6,7,4,0,7,3.5,7,4.5,0,0,0,Pathfinder Kingmaker,0,Happs Bydon
1223,4,1,3,0,1,1,16,55,8,10,8,8,0,11,12.5,8,6.5,0,0,0,Pathfinder Kingmaker,3,Corax
1224,6,3,5,-3,0,3,21,58,8,13,11,6,0,14,13.0,0,0.0,0,0,0,Pathfinder Kingmaker,4,Cursed Guardian
1225,7,-1,4,-5,0,-2,21,160,8,16,9,12,0,17,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,7,Cyclops Zombie
1226,4,2,1,0,3,5,28,220,19,17,18,21,1,23,19.0,0,0.0,5,29,21,Pathfinder Kingmaker,10,Darivan
1227,5,3,2,0,2,3,19,70,10,12,11,10,0,14,12.5,0,0.0,4,21,13,Pathfinder Kingmaker,4,Davik Nettles
1228,0,7,6,4,5,8,38,230,28,27,30,26,1,30,30.5,0,0.0,7,36,28,Pathfinder Kingmaker,15,Defaced Naiad Queen
1229,3,4,3,-4,2,0,22,60,12,13,14,12,0,12,12.0,0,0.0,0,0,0,Pathfinder Kingmaker,6,Dog (Ekundayo's Companion)
1222,2,4,2,0,2,2,24,100,12,12,16,14,0,17,8.5,0,0.0,0,0,0,Pathfinder Kingmaker,6,Cleansed Cultist
1230,1,4,1,2,0,2,18,30,8,7,10,6,0,12,6.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Dovan from Nisroch
1232,8,8,8,0,5,0,36,260,25,26,28,23,0,30,35.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Elder Elemental Tsunami
1233,0,2,0,2,3,5,21,90,13,10,14,15,0,13,4.5,0,0.0,3,24,17,Pathfinder Kingmaker,5,Elga Verniex
1234,5,6,5,5,6,9,40,290,28,25,30,28,1,29,35.5,0,0.0,8,39,26,Pathfinder Kingmaker,16,Engelidis
1235,6,4,2,-5,3,0,27,165,16,17,21,14,0,20,22.0,0,0.0,0,0,0,Pathfinder Kingmaker,9,Enormous Dragonfly
1236,6,2,4,-1,4,0,27,140,16,18,16,16,0,20,15.0,0,0.0,0,0,0,Pathfinder Kingmaker,8,Enormous Flame Drake
1237,0,1,2,4,2,3,18,1,11,11,8,13,1,10,2.5,0,0.0,3,22,14,Pathfinder Kingmaker,6,Eobald
1238,0,8,5,4,5,8,35,210,20,22,27,24,1,23,21.0,0,0.0,6,33,25,Pathfinder Kingmaker,13,Evindra
1231,4,2,4,0,2,2,27,135,16,18,14,16,0,19,17.0,17,12.5,0,0,0,Pathfinder Kingmaker,8,Drelev Guard
1239,2,3,2,0,2,4,22,120,15,13,16,15,2,14,10.5,0,0.0,4,25,17,Pathfinder Kingmaker,7,False Priestess
1221,2,4,1,0,2,4,18,33,7,5,10,9,0,10,7.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Chief Sootscale
1219,0,2,0,6,2,4,28,140,18,15,15,21,0,18,18.5,0,0.0,5,29,21,Pathfinder Kingmaker,9,Cephal Lorentus
1203,5,2,5,0,2,4,35,300,24,28,23,25,0,28,29.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Armag Twice-Born
1204,4,2,4,-2,0,1,15,40,6,12,5,3,0,10,9.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Auchs
1205,9,12,7,9,7,12,54,500,39,36,39,41,0,0,0.0,0,0.0,10,48,40,Pathfinder Kingmaker,21,Avatar of the Lantern King
1206,9,6,8,0,3,4,42,330,29,34,30,27,0,35,33.5,0,0.0,0,0,0,Pathfinder Kingmaker,18,Barbtongued Wyvern
1207,8,2,4,-4,2,0,36,255,25,28,25,23,0,29,27.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Black Smilodon
1208,2,3,1,0,0,0,15,8,3,5,7,2,0,6,4.5,6,3.5,0,0,0,Pathfinder Kingmaker,-1,Black Tear Cutthroat
1209,3,3,2,0,4,0,22,75,13,11,12,15,0,13,8.5,0,0.0,3,21,13,Pathfinder Kingmaker,5,Bloom Cultist
1220,-2,4,0,-5,0,-4,18,22,6,6,10,4,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,2,Chew Spider
1210,7,2,5,0,5,3,27,210,21,21,16,19,0,23,26.0,19,10.5,0,0,0,Pathfinder Kingmaker,10,Bloom of Lamashtu
1212,9,5,6,2,6,5,40,375,31,33,30,31,0,34,30.5,34,24.5,0,0,0,Pathfinder Kingmaker,17,Bloomborn Athach
1213,6,3,4,0,6,3,28,135,19,19,16,21,0,19,19.0,0,0.0,4,28,20,Pathfinder Kingmaker,9,Bog Mummy Cultist
1215,6,4,3,0,4,3,28,160,19,18,19,17,1,22,18.0,20,1.0,0,0,0,Pathfinder Kingmaker,9,Boggard Warden
1216,4,2,3,-4,2,0,18,30,8,9,10,6,0,10,9.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Brush Thylacine
1217,4,5,2,3,0,5,39,300,26,28,31,26,1,30,28.5,32,25.5,8,37,30,Pathfinder Kingmaker,16,Castruccio Irovetti
1218,5,3,2,0,4,1,22,75,13,11,12,15,0,14,11.5,0,0.0,0,0,0,Pathfinder Kingmaker,5,Centaur Scout
1211,6,3,4,-2,4,0,27,135,16,18,13,16,0,20,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,8,Bloom Wyvern
1240,7,-5,7,-5,0,-5,20,300,15,26,11,16,0,26,30.0,0,0.0,0,0,0,Pathfinder Kingmaker,12,Fen Pudding
1241,10,6,9,2,8,8,44,460,36,37,32,34,0,38,46.0,38,28.0,10,42,34,Pathfinder Kingmaker,20,Fetch Behemoth
1202,0,4,2,2,2,4,26,120,16,14,18,16,2,19,4.5,0,0.0,4,26,18,Pathfinder Kingmaker,8,Annamede Belavarah
1201,8,9,5,3,3,6,40,333,30,28,32,29,1,33,32.0,0,0.0,9,38,30,Pathfinder Kingmaker,17,Ankou Assassin
1242,6,6,9,4,6,8,42,350,30,35,30,28,0,35,34.5,0,0.0,9,40,32,Pathfinder Kingmaker,18,Fetch Stalker
1256,5,4,3,1,-1,4,33,220,17,23,25,18,0,26,20.0,23,10.5,0,0,0,Pathfinder Kingmaker,12,Hannis Drelev
1255,3,2,4,0,0,4,21,95,11,13,13,11,0,12,14.0,0,0.0,3,22,14,Pathfinder Kingmaker,5,Gurija
1254,5,-1,4,-2,0,-2,17,28,5,11,6,5,0,12,12.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Gromog
1252,1,4,3,0,1,3,18,35,7,7,10,5,1,10,7.5,0,0.0,2,16,8,Pathfinder Kingmaker,2,Grabbles
1251,4,2,2,-4,2,-1,18,53,9,10,12,7,0,11,11.5,0,0.0,0,0,0,Pathfinder Kingmaker,4,Goblin Bat-Dog
1253,1,2,1,3,2,4,23,110,15,12,15,18,2,16,7.5,15,7.5,4,25,17,Pathfinder Kingmaker,7,Grigori
1249,-5,4,0,4,6,6,35,210,29,23,27,29,0,27,29.5,0,0.0,0,0,0,Pathfinder Kingmaker,15,Ghostly Guard
1248,8,4,6,4,4,6,36,225,26,28,24,24,1,30,18.5,28,8.5,5,36,28,Pathfinder Kingmaker,14,General Avinash Jurrg
1247,6,9,5,2,6,2,39,222,28,27,31,28,0,32,22.5,0,0.0,0,0,0,Pathfinder Kingmaker,16,Gedovius
1246,4,6,4,0,5,2,36,315,27,25,28,25,0,0,0.0,30,19.0,0,0,0,Pathfinder Kingmaker,14,Gaetane
1245,6,1,6,-3,3,2,26,188,18,21,14,18,0,21,22.0,0,0.0,0,0,0,Pathfinder Kingmaker,9,Freshly Bloomed Basilisk
1244,0,4,2,5,4,6,43,355,33,31,31,35,3,31,17.5,0,0.0,10,41,36,Pathfinder Kingmaker,19,Foras
1243,-5,5,0,4,5,8,32,175,24,19,22,24,0,27,31.5,0,0.0,7,32,22,Pathfinder Kingmaker,13,Fionn
1250,4,4,3,-5,2,-4,18,28,7,8,11,7,0,11,8.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Giant Trapdoor Spider
1258,6,2,6,0,2,4,26,190,16,20,14,16,0,21,17.0,0,0.0,0,0,0,Pathfinder Kingmaker,8,Hargulka
1733,3,2,3,-4,2,0,14,16,4,7,4,4,0,5,5.5,5,3.0,0,0,0,Pathfinder Lost Omens Travel Guide,0,Baccali Alpaca
1734,6,1,5,-4,3,0,23,85,15,15,9,13,0,16,14.5,0,0.0,0,0,0,Pathfinder Lost Omens Travel Guide,5,Irriseni Owlbear
1735,2,4,1,-4,2,-2,15,24,7,6,9,5,0,9,5.5,0,0.0,0,0,0,Pathfinder Lost Omens Travel Guide,1,Sarkorian Wolf
1736,1,3,2,-4,1,-3,15,8,5,6,7,3,0,7,4.5,0,0.0,0,0,0,Pathfinder Lost Omens Travel Guide,-1,Vulture Rat
1737,2,3,2,-4,3,0,15,16,7,6,7,5,0,6,5.5,0,0.0,0,0,0,Pathfinder Lost Omens Travel Guide,0,Whalesteed
4379,2,3,2,-4,1,-3,16,16,6,7,8,4,0,8,5.5,0,0.0,0,0,0,Pathfinder Bounty #20: Burden in Bloodcove,0,Explosive Rat
4400,4,2,3,0,2,1,22,75,11,14,9,11,0,15,14.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-03: Linnorm's Legacy,5,Veteran Ulfen Soldier
4397,3,1,0,2,2,4,21,60,11,9,12,13,1,15,10.5,0,0.0,3,22,14,Pathfinder Society Scenario #4-03: Linnorm's Legacy,5,Revna the Brave (5-6)
4398,3,1,1,2,2,4,24,90,15,9,12,13,1,18,12.5,0,0.0,4,25,17,Pathfinder Society Scenario #4-03: Linnorm's Legacy,7,Revna the Brave (7-8)
4399,4,1,3,0,1,1,19,45,8,10,6,8,0,12,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-03: Linnorm's Legacy,3,Ulfen Soldier
4390,5,2,3,3,4,2,21,70,12,11,10,12,0,14,10.5,0,0.0,1,20,14,Pathfinder Society Intro: Year of Boundless Wonder,4,Shard of Aslynn (3-4)
4389,4,2,3,3,4,2,18,35,10,9,6,10,0,11,7.5,0,0.0,1,17,9,Pathfinder Society Intro: Year of Boundless Wonder,2,Shard of Aslynn (1-2)
4388,3,4,3,-4,1,0,16,21,6,8,9,4,0,8,5.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,1,Giant Fetid Familiar
4387,0,3,2,-4,1,0,15,7,5,4,7,3,0,7,4.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,-1,Fetid Familiar
4383,0,2,3,-1,1,0,14,8,4,6,5,2,0,8,3.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,-1,Bugbear Creeper
4384,4,2,3,-1,1,0,18,50,8,10,9,6,0,11,11.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,3,Bugbear Night Terror
4385,3,2,3,-1,1,0,15,22,6,8,7,4,0,9,6.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,1,Bugbear Terror
4386,5,3,3,-4,2,-2,19,45,9,10,8,7,0,12,10.5,0,0.0,0,0,0,Pathfinder Society Intro: Year of Boundless Wonder,3,Enormous Rat
4394,1,3,1,1,5,2,19,47,11,9,9,13,1,12,10.0,0,0.0,2,20,12,Pathfinder Society Scenario #4-02: Return to the Grave,4,Seldrick Dralston (3-4)
4393,1,2,0,1,4,2,16,24,8,6,6,10,1,10,5.5,0,0.0,1,17,9,Pathfinder Society Scenario #4-02: Return to the Grave,2,Seldrick Dralston (1-2)
4392,3,1,2,0,1,0,13,10,3,6,3,3,0,5,4.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-02: Return to the Grave,-1,Grim Rictus Robber
4396,2,2,3,-5,0,0,17,16,5,6,7,5,0,9,4.5,9,4.5,0,0,0,Pathfinder Society Scenario #4-02: Return to the Grave,1,Skeletal Pathfinder
4395,4,4,1,-1,2,1,19,25,8,7,10,6,0,10,8.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-02: Return to the Grave,2,Skeletal Pathfinder Veteran
4391,4,2,2,0,2,-1,18,20,7,7,5,5,0,9,7.5,7,4.5,0,0,0,Pathfinder Society Scenario #4-02: Return to the Grave,1,Grim Rictus Bridge Guard
480,4,3,1,0,1,1,19,45,8,10,10,8,0,12,8.5,0,0.0,0,0,0,Pathfinder #182: Graveclaw,3,Virulak Villager
457,5,2,4,-5,0,-5,14,60,8,12,10,8,0,13,12.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,4,Aquatic Ooze
458,4,1,3,-5,1,0,19,45,8,12,6,8,0,12,10.5,12,10.5,0,0,0,Pathfinder #182: Graveclaw,3,Arboreal Snag (Axan Wood)
459,4,1,3,-5,1,0,19,45,8,12,6,8,0,12,10.5,12,10.5,0,0,0,Pathfinder #182: Graveclaw,3,Arboreal Snag
460,6,4,5,0,1,2,25,110,15,18,12,15,0,18,19.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,7,Azmakian Effigy
462,5,3,4,-5,4,-5,24,80,16,16,15,12,0,17,11.5,18,16.0,0,0,0,Pathfinder #182: Graveclaw,6,Clockwork Rifler
481,7,0,6,-5,0,-1,22,200,11,18,10,13,0,18,25.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,7,Zombie Chuul
456,6,-2,5,-5,0,-5,24,65,9,15,6,8,0,15,18.5,0,0.0,0,0,0,Pathfinder #182: Graveclaw,5,Animated Fireplace
463,7,3,3,5,5,6,30,210,21,21,18,24,0,24,24.0,0,0.0,5,30,22,Pathfinder #182: Graveclaw,11,Creeping Crone
464,6,5,4,3,4,4,26,135,16,16,15,18,0,20,17.0,20,16.0,0,0,0,Pathfinder #182: Graveclaw,8,Decrosia
465,6,4,1,1,4,6,25,115,17,12,15,17,0,18,15.0,0,0.0,4,25,17,Pathfinder #182: Graveclaw,7,Drusilla
466,4,1,3,-5,1,-4,20,60,11,14,11,8,0,14,13.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,4,Ghoul Crocodile
467,6,3,4,6,3,4,28,155,18,19,16,18,0,21,19.0,18,23.0,5,29,19,Pathfinder #182: Graveclaw,9,Grave Hag
461,6,3,4,0,3,1,27,150,16,18,13,17,1,20,21.0,20,21.0,5,23,13,Pathfinder #182: Graveclaw,8,Blaanlool
469,4,1,3,-2,2,-2,20,40,10,13,9,10,0,13,13.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,4,Kapoacinth
474,3,4,4,6,2,6,24,120,15,13,14,18,0,16,15.0,0,0.0,4,25,17,Pathfinder #182: Graveclaw,7,Sahni Bride-Of-The-Sea
475,3,2,2,1,1,0,16,25,7,10,7,4,0,9,8.5,9,8.5,0,0,0,Pathfinder #182: Graveclaw,1,Sallowdrudge
473,6,5,4,3,4,4,26,135,16,16,15,18,0,20,17.0,20,16.0,0,0,0,Pathfinder #182: Graveclaw,8,Rust Hag
476,6,3,4,-2,3,4,27,190,21,21,16,16,0,21,0.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,9,Sulvik
477,0,4,2,4,2,5,22,55,11,9,11,13,0,15,14.5,0,0.0,3,22,14,Pathfinder #182: Graveclaw,5,Teaching Assistant
468,6,3,4,3,3,3,24,85,14,16,11,14,0,16,15.0,0,0.0,3,21,13,Pathfinder #182: Graveclaw,6,Iron Taviah
479,4,0,4,2,2,6,24,115,13,15,12,18,0,18,15.0,0,0.0,4,25,17,Pathfinder #182: Graveclaw,7,Virulak Necromancer
472,4,0,2,-2,4,2,23,130,16,14,10,16,0,16,14.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,6,Mummy Valet
471,5,1,4,-5,0,-5,22,55,11,15,10,8,0,15,16.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,5,Mechanical Laborer
470,4,-2,3,-5,0,-5,20,60,7,14,9,11,1,15,15.0,0,0.0,1,20,12,Pathfinder #182: Graveclaw,5,Meat Guardian
478,5,4,5,1,2,3,24,120,14,17,14,10,0,17,15.0,0,0.0,0,0,0,Pathfinder #182: Graveclaw,6,Terra-cotta Soldier
4368,5,2,4,0,4,0,21,115,16,16,12,14,0,17,14.5,14,12.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,6,Shobhad Hunter (7-8)
4360,2,1,0,1,3,4,17,24,10,8,7,11,1,8,4.5,0,0.0,1,18,10,Pathfinder Society Special #3-99: Fate in the Future,2,Fipp the Prophet
4366,1,4,5,5,2,-1,23,92,10,17,14,10,0,17,9.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,6,Reckless Akitonian Scientist
4365,3,4,1,4,3,1,19,30,10,6,11,8,0,11,9.5,0,0.0,2,20,12,Pathfinder Society Special #3-99: Fate in the Future,3,Pup of Tindalos
4364,6,4,4,-4,2,1,24,120,15,18,16,12,0,18,17.0,16,13.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,7,Mature Arabuk
4363,1,3,0,0,1,-1,16,8,3,4,7,3,0,5,4.5,5,2.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,-1,Kobold Warrior (PFS 3-99)
4362,0,4,1,0,3,1,18,16,8,5,9,6,0,9,3.5,9,4.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,1,Kobold Scout (PFS 3-99)
4361,-1,3,0,2,1,4,17,25,5,4,7,7,1,7,2.5,0,0.0,1,20,12,Pathfinder Society Special #3-99: Fate in the Future,2,Kobold Dragon Mage (PFS 3-99)
4367,5,2,4,0,3,0,18,72,13,14,8,11,0,14,12.5,13,10.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,4,Shobhad Hunter (5-6)
4347,3,-3,4,-5,0,-5,17,20,6,10,3,4,0,10,7.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,2,Animated Full Plate (PFS 3-99)
4358,5,3,3,2,2,4,23,85,12,13,13,14,1,16,12.5,0,0.0,8,22,16,Pathfinder Society Special #3-99: Fate in the Future,5,Elite Green Hag (PFS 3-99)
4346,0,0,1,-5,0,-5,15,7,3,4,5,3,0,6,3.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,-1,Animated Blade (PFS 3-99)
4369,3,2,1,-1,2,0,15,15,4,5,8,6,0,6,5.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,0,Temporal Echoes (1-2)
4348,4,3,3,-4,2,1,18,48,9,12,10,7,0,12,10.0,11,7.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,3,Arabuk Yearling
4349,5,4,4,-4,2,1,21,82,12,15,13,9,0,15,13.0,14,11.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,5,Arabuk
4350,5,3,4,-4,1,0,21,50,10,15,12,9,0,15,15.0,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,5,Bergworm Tyrant
4351,4,2,3,-4,1,0,18,50,6,12,9,6,0,12,13.0,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,3,Bergworm
4352,2,2,3,0,2,1,18,32,8,9,8,6,0,8,7.5,8,7.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,2,Cog the Ruffian
4353,0,3,1,1,1,1,14,15,4,4,6,4,0,7,4.5,5,3.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,-1,Cog the Torchbearer
4354,3,3,4,1,1,-3,15,14,7,9,8,4,0,9,6.5,9,3.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,1,Displaced Robot (1-2)
4355,3,3,4,1,1,-3,18,40,9,11,10,6,0,12,8.5,12,5.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,3,Displaced Robot (3-4)
4359,6,2,3,-4,1,0,23,80,15,14,12,13,0,16,17.0,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,5,Elite Hadrosaurid (PFS 3-99)
4356,4,4,5,2,2,-3,21,60,12,15,12,9,0,15,10.5,15,6.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,5,Displaced Robot (5-6)
4370,4,3,3,-1,2,0,17,30,8,7,11,8,0,9,9.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,2,Temporal Echoes (3-4)
4372,5,4,3,-1,2,0,23,95,14,13,16,14,0,15,18.0,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,6,Temporal Echoes (7-8)
4371,5,4,3,-1,3,0,20,60,11,9,14,11,0,12,14.0,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,4,Temporal Echoes (5-6)
4357,4,4,6,2,2,-3,24,100,15,18,15,12,0,18,13.5,18,8.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,7,Displaced Robot (7-8)
4374,4,3,3,-4,1,1,15,21,7,8,8,4,0,9,6.5,0,0.0,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,1,Young Arabuk
4373,3,2,4,-5,0,-4,16,20,4,9,7,5,0,7,6.5,7,2.5,0,0,0,Pathfinder Society Special #3-99: Fate in the Future,1,Timewarped Amalgam
4325,0,4,0,3,3,4,25,120,15,14,17,18,0,19,15.0,0,0.0,4,27,21,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,8,Marcien Blakros (7-8)
4329,4,4,0,1,2,3,21,72,11,9,13,11,0,14,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,5,Onyx Alliance Officer
4328,4,4,0,1,2,3,24,110,13,13,13,15,0,18,14.5,0,0.0,0,0,0,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,7,Onyx Alliance Commander
4327,0,5,0,3,3,4,28,160,19,16,20,20,0,22,17.0,0,0.0,5,30,24,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,10,Marcien Blakros (9-10)
4326,0,5,0,3,3,4,28,24,19,16,20,20,0,17,17.0,0,0.0,5,30,24,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,10,Marcien Blakros (9-10) (Shadow Double)
4323,-5,4,3,0,2,5,21,78,12,13,16,12,1,17,14.0,0,0.0,3,24,16,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,6,Lesser Animate Dream
4322,4,5,4,4,4,7,29,160,18,16,21,20,0,22,17.0,0,0.0,5,30,22,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,10,Arisept (9-10)
4321,4,4,3,3,3,6,26,125,15,13,18,17,0,19,15.0,0,0.0,4,27,19,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,8,Arisept (7-8)
4324,0,4,0,3,3,4,25,18,15,14,17,18,0,14,15.0,0,0.0,0,0,0,Pathfinder Society Scenario #3-19: Mean Streets of Shadow Absalom,8,Marcien Blakros (7-8) (Shadow Double)
444,2,2,1,4,1,2,20,75,12,12,11,12,2,12,11.0,0,0.0,3,22,14,Pathfinder #181: Zombie Feast,5,Kepgeda the Hag-Nailed
455,2,-1,2,-5,0,-2,13,18,1,5,0,3,0,6,5.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,-1,Zombie Hound
454,5,-1,4,-5,0,-2,13,50,3,6,3,4,0,9,8.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,1,Zombie Horse
453,3,2,1,-3,0,-2,13,25,7,6,9,5,0,9,5.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,1,Tombstone Troll
452,0,4,0,0,3,2,19,45,10,6,11,8,0,11,9.5,0,0.0,2,17,9,Pathfinder #181: Zombie Feast,3,Skull Fairy
451,2,2,2,-5,0,5,16,20,6,7,5,5,0,7,5.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,1,Scrabbling Ribcage
450,0,3,0,2,1,4,18,30,6,6,9,9,1,11,3.5,0,0.0,1,18,10,Pathfinder #181: Zombie Feast,2,Sahreg the Dirge Screamer
449,1,3,4,-5,0,-5,15,16,5,9,8,5,0,0,0.0,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,1,Phalanx of Phalanges
448,1,4,2,4,1,1,21,60,11,10,12,11,0,12,11.5,13,9.0,0,0,0,Pathfinder #181: Zombie Feast,4,Pesgahi the Poisoner
445,5,-2,4,-5,0,-2,15,70,4,11,3,7,0,11,11.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,3,"Mosghuta, Boss Cow"
447,3,1,1,-3,3,2,19,50,10,6,9,12,0,12,7.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,3,Opkherab
436,1,3,2,0,2,0,15,20,6,6,7,4,0,8,5.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,0,Bone Shard Tough
437,-5,4,0,1,2,1,20,35,12,8,12,10,0,13,10.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,4,Charghar
438,1,2,0,-5,0,-5,13,8,3,3,6,3,0,8,3.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,-1,Chattering Jaws
439,1,4,2,-4,2,0,19,30,9,9,11,8,0,0,0.0,0,0.0,0,18,10,Pathfinder #181: Zombie Feast,3,Cobblebone Swarm
440,2,2,3,1,1,0,14,25,6,8,6,4,0,8,5.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,1,Crooked Coffin Brewer
441,5,-3,4,-3,0,1,16,95,8,11,4,7,0,12,10.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,3,Dirge Piper
442,1,1,1,-5,0,-5,14,7,3,4,6,3,0,8,3.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,-1,Floating Femur
443,2,4,0,1,4,0,18,28,10,6,8,10,0,10,8.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,2,Granite Vulture
446,-1,2,1,0,1,-2,16,20,5,3,6,3,0,7,2.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,0,Necromunculus
435,1,3,0,-2,0,1,12,18,5,2,5,2,0,7,3.5,0,0.0,0,0,0,Pathfinder #181: Zombie Feast,-1,Arghun the Annihilator
4318,1,4,3,-1,-1,1,18,34,5,9,10,5,1,11,4.5,0,0.0,2,18,8,Pathfinder Society Scenario #3-18: Dacilane Academy's Delightful Disaster,2,Nuglub (PFS 3-18)
4319,3,4,2,3,1,3,18,48,10,9,11,8,0,10,12.0,0,0.0,4,20,12,Pathfinder Society Scenario #3-18: Dacilane Academy's Delightful Disaster,3,Pelagastr Tail
4317,1,3,3,1,2,-2,15,16,6,5,7,4,0,7,3.5,7,3.5,1,16,8,Pathfinder Society Scenario #3-18: Dacilane Academy's Delightful Disaster,-1,Grimple (PFS 3-18)
4320,4,4,2,3,1,3,20,88,12,11,13,10,0,12,16.0,0,0.0,4,22,14,Pathfinder Society Scenario #3-18: Dacilane Academy's Delightful Disaster,5,Thick Pelagastr Tail
4185,-3,4,1,-5,2,-2,20,37,10,9,12,8,0,12,0.0,0,0.0,0,0,0,Pathfinder Society Intro: Year of Shattered Sanctuaries,3,Enraged Shrouded Bloodseeker
